0.069162,-0.03422,0.10449
0.071118,-0.035764,0.10547
0.070938,-0.035911,0.10576
0.070909,-0.035803,0.10569
0.070888,-0.03582,0.1057
0.069201,-0.034357,0.1045
0.0692,-0.034356,0.10452
0.06919,-0.034206,0.10448
0.069167,-0.034193,0.10451
0.069138,-0.034211,0.10451
0.069149,-0.034337,0.10448
0.070857,-0.035782,0.10573
0.0708,-0.035718,0.10576
0.070891,-0.035929,0.10573
0.070767,-0.035727,0.10572
0.069081,-0.034204,0.10457
0.069087,-0.034283,0.10459
0.069039,-0.034282,0.1046
0.069009,-0.034118,0.10464
0.069013,-0.034272,0.10456
0.070733,-0.0358,0.10573
0.070681,-0.035793,0.10576
0.070871,-0.035819,0.10566
0.070697,-0.035925,0.10579
0.07072,-0.035927,0.10582
0.070706,-0.035982,0.10585
0.070701,-0.035938,0.10582
0.070594,-0.035845,0.10581
0.070498,-0.035768,0.1057
0.070636,-0.035873,0.1058
0.070614,-0.03596,0.10582
0.07061,-0.035992,0.10584
0.070507,-0.035729,0.10577
0.070583,-0.035971,0.10584
0.070539,-0.035964,0.10584
0.070534,-0.035899,0.10582
0.070556,-0.035974,0.10578
0.070527,-0.035978,0.10577
0.07044,-0.035852,0.10568
0.070546,-0.035967,0.10576
0.070526,-0.03601,0.10574
0.070546,-0.03603,0.10575
0.068684,-0.034379,0.10444
0.06875,-0.034513,0.10454
0.06874,-0.034405,0.10449
0.068819,-0.034474,0.10443
0.07038,-0.035794,0.10562
0.07038,-0.035794,0.10562
0.070586,-0.035938,0.10569
0.070509,-0.035906,0.10559
0.070586,-0.035935,0.10568
0.070585,-0.036069,0.10566
0.070588,-0.035966,0.10567
0.070646,-0.036022,0.10561
0.070667,-0.036035,0.10559
0.070666,-0.036022,0.10553
0.070666,-0.036025,0.10547
0.070566,-0.035886,0.10531
0.070715,-0.03603,0.10541
0.070602,-0.035957,0.1053
0.070623,-0.035948,0.10526
0.070678,-0.035952,0.10525
0.070663,-0.035868,0.10511
0.07082,-0.03606,0.10518
0.070829,-0.036025,0.10509
0.07087,-0.036088,0.10503
0.070945,-0.036028,0.10493
0.070976,-0.03608,0.10493
0.071008,-0.036129,0.10485
0.071055,-0.036152,0.10478
0.071085,-0.036169,0.10473
0.071109,-0.036082,0.10466
0.071243,-0.036152,0.10461
0.071344,-0.036273,0.10463
0.071359,-0.036535,0.10447
0.069885,-0.034824,0.10316
0.07138,-0.0362,0.10432
0.071445,-0.036145,0.10418
0.071616,-0.036269,0.10416
0.071632,-0.036063,0.10426
0.07168,-0.036319,0.10399
0.071729,-0.036337,0.10392
0.071848,-0.036378,0.10385
0.071943,-0.036428,0.10381
0.07198,-0.036427,0.10371
0.072033,-0.03652,0.1036
0.072042,-0.036454,0.10351
0.072136,-0.036573,0.1034
0.072188,-0.036504,0.1033
0.072217,-0.0365,0.10314
0.072424,-0.036598,0.10318
0.072412,-0.036526,0.10304
0.072626,-0.036807,0.1031
0.072643,-0.036019,0.10334
0.072853,-0.03685,0.10274
0.072937,-0.036866,0.10261
0.073022,-0.036723,0.1026
0.073145,-0.036875,0.10235
0.07319,-0.036788,0.10232
0.07145,-0.035289,0.1012
0.071546,-0.035345,0.10116
0.071708,-0.035389,0.10109
0.071854,-0.035378,0.101
0.071954,-0.035436,0.10096
0.072042,-0.035552,0.10107
0.074057,-0.036748,0.10178
0.07414,-0.036685,0.10174
0.074206,-0.036663,0.10175
0.072453,-0.035127,0.10063
